"","DOR_1","DOR_2","DOR_3","NOR_1","NOR_2","NOR_3"
"DOK4",1439.62404641836,1715.21607649104,1735.26150166549,5845.33353727866,2948.67608807811,1998.31521073457
"GPR18",11.7680439761719,20.3665305933371,18.8399820180824,0,48.9650629039872,34.6242734533217
"CLYBL",832.58911131416,803.149706441597,948.940146910783,1346.83378090157,1087.02439646852,1319.43213481051
"TMTC4",1101.29278210342,1164.43424914079,1904.82133982823,727.739810681865,869.619517174812,539.14940091601
"RAP2A",6520.47703313057,5060.64010177919,5430.8727112125,2073.63698951049,2250.43429106725,2250.57777446591
"ABCC4",28636.5543456829,15231.5083798257,32478.1458431722,9974.81207691359,4882.7960727856,7130.12716899476
"EFNB2",14508.0368819572,7389.50860006078,14178.5738356085,5952.10617359492,2046.73962938666,3987.97435310581
"TM9SF2",15802.5217193361,12284.5599531028,14066.5255215009,9915.80614631777,9554.06307382598,8003.15349249637
"HROB",65.704912200293,137.252706172489,99.1578000951707,150.792933744891,148.853791228121,207.74564071993
"KIF25",0,28.3360425646429,0,0,0,0
"IRF1",2240.8317071294,5280.24443165518,2080.33064599668,2208.50768801524,4434.27609658508,5553.48614567386
"UPF3B",319.698528019336,589.74388587663,367.875438353083,585.376295593521,417.182335941971,421.674187413668
"RNF113A",345.195956634375,426.811641129934,306.397602294077,1058.36034243309,786.378910238034,665.280682781682
"SEPTIN6",14242.275222162,19386.2806208665,9992.13151559035,8956.72562361734,10465.7925450982,11383.9664789743
"TMEM255A",43.1494945792969,51.3590771484153,27.7641840266478,29.0346642614386,0,19.7852991161839
"NDUFA1",421.688242479492,330.291996144119,323.254428310256,1523.85157268905,1555.13039783063,1642.17982664326
"DMAC2L",691.372583600098,638.44645903461,687.163554659533,556.341631332082,600.311671202883,502.051965073165
"BMP4",48.0528462360352,102.718154296831,54.5367900523439,9.36602072949633,65.6131842913428,138.497093813287
"PTGER2",1979.97339899092,1733.81160442409,2405.56823030884,208.862262267768,1555.13039783063,1236.58119476149
"FAM193A",6564.60719804121,7154.85074757233,8867.68206251111,7598.65261784037,4978.76759607742,5121.9193087021
"GRK4",1024.8004962583,1112.18967066223,1211.70831716299,1536.0273996374,1154.59618327602,1391.15384410668
"SOX9",3029.29065353291,4335.41451239036,2442.25661634405,2021.18727342531,2064.3670520321,1744.81606580846
"TEKT3",17.6520659642578,21.2520319234822,14.8736700142756,43.0836953556831,19.5860251615949,143.443418592333
"MYH2",0,0,0,0,82.2613056786985,128.604444255195
"HS3ST3B1",761.000177125782,881.073823494365,905.310714868908,574.137070718125,370.175875554143,555.224956447909
"SLC25A35",571.730803175684,612.766920460403,663.365682636692,767.07709774575,402.492817070775,524.310426578872
"MRPS7",4506.18017254248,4480.63673053416,3931.60677377352,9562.70716481575,8606.09945600479,8850.21161090799
"GGA3",2342.82142158955,2804.3827125695,3197.83905306925,2651.52046852041,1976.22993880492,1402.28307485953
"ARMC7",327.543890670117,358.628038708762,259.793436249347,955.334114408626,807.923537915789,253.499144926106
"NUP85",1979.97339899092,2573.26686540163,2274.67993418322,3131.06072987062,2932.02796669075,2680.90803024291
"SLC25A19",386.384110550977,511.819768823863,373.824906358793,498.272302809205,2109.41490990377,782.755896284024
"MIF4GD",859.067210260547,882.844826154656,539.418432517729,1817.94462359524,1730.42532302691,1419.59521158619
"NT5C",1562.20783783682,1602.75740756261,1291.03455723912,6208.73514158312,5618.25131760349,7900.51725333117
"MSTO1",1454.33410138857,1615.15442618465,1648.00263758174,1337.46776017208,1687.3360676714,1579.11418571042
"C1orf61",3.92268132539063,15.0535226124665,32.7220740314063,0,25.4618327100733,2.47316238952298
"TTF1",582.518176820508,539.27031005836,588.005754564362,715.56398373352,628.711407687196,335.113503780364
"GTF3C4",4369.86699648516,3157.69774329739,4541.42724435882,2328.39275335279,1956.64391364333,2117.02700543167
"DDX31",1523.96169491426,1427.42814419389,1466.54386340757,1263.47619640906,1151.65827950178,1354.05640826383
"BARHL1",3.92268132539063,0,4.95789000475853,0,0,0
"KIR2DL1",0,5.31300798087055,21.8147160209375,3.74640829179853,15.6688201292759,107.58256394425
"PPP1R12C",7715.91416704336,10914.6893953684,10429.4174140101,21560.5797193006,28631.8308824775,22554.0044112548
"MBOAT7",22947.6857535352,27739.2146681251,27693.7819885802,27712.1821344337,40806.5041229248,32457.7832000996
"SRMS",14.7100549702149,21.2520319234822,26.7726060256961,41.2104912097839,20.5653264196746,33.3876922585603
"OPRL1",55.8982088868164,100.061650306395,25.7810280247444,257.565570061149,0,0
"SLC2A4RG",3047.92338982852,2600.71740663613,3128.42859300263,9146.85584442612,5741.64327612154,5871.28751272756
"FNDC11",39.2268132539063,17.7100266029018,78.3346620751848,87.1039927843159,104.785234614533,45.7535042061752
"BHLHE23",0,0,0,19.6686435319423,0,0
"PPDPF",4434.5912383541,4007.77902023668,3925.65730576781,23334.5040454672,17239.6193472358,16142.3309164165
"IL1B",2498.74800427383,4060.90910004539,5050.10675884704,666.860675940139,17108.3929786531,42208.225920794
"PLGLB2",72.5696045197266,71.7256077417524,42.6378540409234,38.400684990935,83.2406069367782,39.5705982323677
"CHCHD5",649.203759352149,507.392262173137,448.193256430172,2547.557638423,2971.20001701394,4235.29059205811
"PAX8",61.7822308749024,102.718154296831,260.785014250299,97.4066155867618,429.913252297008,197.852991161839
"INSIG2",1084.62138647051,689.805536183026,917.209650880329,807.350986882584,555.263813331215,369.737777233686
"POLR1B",2220.23763017109,1484.98573065332,1656.9268395903,947.841297825029,881.371132271769,838.402050048291
"HTR5BP",11.7680439761719,14.1680212823215,16.856826016179,0,0,0
"CCDC93",3145.00975263194,3008.04801850287,4514.65463833312,2747.99048203422,1357.31154369852,1835.08649302605
"PSD4",1000.28373797461,1335.3360058588,605.854158581493,1011.5302387856,1779.39038593089,1245.23726312482
"SLC25A23",3791.27150099004,3165.6672552687,3823.52477166978,6156.28542549794,3388.38235295591,6176.72306783365
"PSPN",222.612165215918,159.390239426116,185.425086177969,456.125209526471,510.215955459547,532.966494942203
"GTF2F1",7780.63840891231,8081.0851389041,7460.63287916064,15454.8708057419,13126.5540633009,11909.5134867479
"ALKBH7",1635.75811268789,1561.1388450458,1228.56514317916,8583.02139651044,7103.85132611046,9891.41297689717
"CLPP",3007.71590624326,3298.49245479046,2950.93613083228,8893.03668265677,8166.39319112698,10675.405454376
"TNFSF9",99.0477034661133,85.8936290240738,125.930406120867,224.784497507912,375.072381844542,556.461537642671
"GRIA3",36.2848022598633,28.3360425646429,54.5367900523439,38.400684990935,82.2613056786985,38.3340170376062
"THOC2",12712.4295052597,12093.2916657915,14507.7777319244,6559.96091893923,5698.55402076603,6833.347682252
"MED1",3842.26635822012,3356.93554258004,4387.7326542113,1054.61393414129,983.218463112063,1015.23316089918
"RPL23",12302.5093067564,12032.1920740115,10160.6997757521,29413.0514989103,34295.1300579526,49412.5479614744
"ATG4C",998.322397311915,928.005393992055,926.133852888894,981.558972451215,671.800663042704,563.88102481124
"CD70",18.6327362956055,3.54200532058036,3.96631200380683,0,29.3790377423923,33.3876922585603
"C3",988.515693998438,4547.93483162519,852.757080818468,298.776061270933,391.720503231898,484.739828346504
"SH2D3A",79.4342968391602,430.353646450514,62.4694140599575,33.7176746261868,483.774821491393,463.717948035559
"TRIP10",2793.92977400947,5356.39754604765,3433.83461729576,5820.98188338197,7074.47228836807,8881.12614077703
"GPR108",3994.27025957901,3621.70044029342,3905.82574574877,5692.66739938787,5072.78051685307,4538.25298477467
"TNFSF14",46.0915055733399,127.512191540893,34.7052300333097,3.74640829179853,38.19274906511,600.978460654085
"FOSB",71310.4238142762,116500.982500539,102524.207408402,167970.215762787,77001.4786215522,51749.6864195736
"OPA3",3360.75722552842,2561.75534810975,3443.75039730528,2407.06732748056,2238.68267597029,2834.24409839334
"SNRPD2",3057.73009314199,2915.95588016778,2380.77878028505,10161.1958894306,10209.2156154813,17479.0751879537
"RTN2",296.162440066992,457.804187685012,279.624996268381,512.321333903449,732.517341043648,638.075896496929
"EML2",2917.49423575928,3011.59002382345,2778.40155866668,4293.38390240112,2452.17035023168,2930.69743158473
"VASP",8056.206772021,9755.56815420847,7683.73792937478,9037.27340189101,12525.2630908399,9569.90186625918
"SYMPK",8642.6476301669,9627.17046133743,10897.4422304593,20664.2515354878,14099.0002125741,17038.8522826186
"GPCPD1",4922.96506336524,5926.66040266109,4806.17857061292,2458.58044149279,6430.0920605516,5321.0088810587
"SDCBP2",546.233374560645,869.562306202479,543.384744521535,200.432843611222,567.015428428172,889.101879033512
"PANK2",1301.34952969834,1358.35904044257,1304.91664925245,1286.8912482328,1153.61688201794,1114.1596564801
"TGM3",0,0,0,0,0,476.083759983174
"GNRH2",107.873736448242,84.1226263637836,183.441930176066,437.393168067479,241.887410745697,215.165127888499
"FOXA2",3.92268132539063,7.08401064116073,0,0,21.5446276777544,4.94632477904596
"FAM182A",16.6713956329102,11.5115172918862,14.8736700142756,0,2.93790377423923,0
"CD93",404.036176515235,5403.32911654534,471.991128453012,127.37788192115,6910.92897826875,1043.6745283787
"GZF1",1243.48998014883,1009.4715163654,926.133852888894,913.187021125892,1225.10587385776,508.234871046973
"PAX1",0,0,0,11.2392248753956,0,0
"NAPB",831.608440982813,874.87531418335,678.239352650967,486.09647586086,378.010285618781,230.004102225637
"NKX2-4",3.92268132539063,10.6260159617411,2.97473400285512,0,0,0
"CENPB",5186.76538249776,6991.91850282564,4945.99106874711,11890.1633160956,9984.95562738107,12632.9134856834
"PSMF1",8180.75190410215,7908.41237952581,8796.28844644259,9898.94730900467,8191.85502383706,9236.02494367358
"DTD1",1982.91540998496,1625.78044214639,1812.60458573972,3127.31432157883,3260.09388814747,3791.35794313873
"RBCK1",6468.50150556914,8217.45234374644,6057.55000781398,18993.3534373456,15486.6700952731,15106.0758752064
"TMX4",24455.9567231479,18050.9446150077,19866.2652490674,21716.0556634102,12233.4313159322,19839.7086887534
"STK35",2485.01861963496,2629.05344920077,3019.35501289795,1565.99866597179,1348.49783237581,1383.73435693811
"SNRPB",12935.0416704756,11686.8465552549,10681.2782262518,28152.3851087201,31651.9959623954,44194.1753195809
"NRSN2",4496.37346922901,4310.6204751463,3863.18789170785,7441.30346958484,6036.41295480354,6616.94597316874
"AP5S1",704.121297907618,997.074497743372,812.102382779448,1414.26913015395,910.750170014162,939.801708018733
"RRBP1",18105.1356573404,20610.043459127,23573.7753946259,18438.8850101594,21676.8333475951,23204.4461196994
"BMP2",374.616066574805,517.132776804733,191.374554183679,33.7176746261868,330.024523972874,370.974358428447
"ZNF133",499.161198655957,635.789955044175,589.988910566266,1843.23287956488,872.557420949052,338.823247364648
"FLRT3",3234.25075278457,974.936964489745,3131.40332700549,389.626462347047,432.851156071247,973.189400277293
"OVOL2",0,36.3055545359487,0,2.8098062188489,0,0
"PCSK2",0,10.6260159617411,0,0,7.83441006463795,0
"GFRA4",0,0,0,14.9856331671941,25.4618327100733,0
"MKKS",1161.11367231563,1007.70051370511,853.74865881942,1552.88623695049,1170.26500340529,1355.29298945859
"BFSP1",26.4780989463867,15.9390239426116,19.8315600190341,26.2248580425897,0,4.94632477904596
"DSTN",30058.526326137,24291.9579898703,26671.465069599,36821.5738959419,19308.8829055583,27396.4563699408
"LAMP5",171.61730798584,172.672759378293,56.5199460542473,73.991563763021,84.219908194858,113.765469918057
"SNRPB2",3759.89005038692,3554.40233920239,3090.74862896647,5613.05622318715,5317.60583137301,5243.10426578872
"MGME1",335.389253320899,634.90445371403,495.789000475853,482.350067569061,418.161637200051,123.658119476149
"LRRN4",29.4201099404297,3.54200532058036,41.6462760399717,12.1758269483452,12.7309163550367,35.8608546480832
"TBC1D20",3321.53041227451,3456.11169155629,3855.25526770024,2288.11886421595,2103.53910235529,1844.97914258414
"ITPA",3800.09753397217,4032.57305748074,3254.3589991235,9395.99199583072,9114.35680894818,14161.3278424086
"TCF15",0,21.2520319234822,11.8989360114205,0,0,0
"MCM8",362.848022598633,493.224240890816,444.226944426365,287.536836395537,227.197891874501,239.896751783729
"TMEM74B",10.7873736448242,106.260159617411,29.7473400285512,60.8791347417262,48.9650629039872,44.5169230114137
"FAM110A",55.8982088868164,285.131428306719,83.2925520799434,120.821667410503,963.632437950468,450.115554893183
"SIRPD",0,0,0,0,20.5653264196746,0
"MRPS26",4244.34119407266,2562.64084943989,3989.11829782872,21144.7283989109,6912.88758078491,13500.993484406
"S1PR4",62.76290120625,102.718154296831,25.7810280247444,54.3229202310787,860.805805852095,175.594529656132
"NCLN",11681.7449870133,14176.8762956229,13863.2520313058,21450.0606746925,26888.6746430955,30789.6351683664
"CITED1",4609.15055733399,4813.58523066871,3363.43257922819,26568.5910033622,25877.0564434992,12891.3589553885
"HNRNPR",14249.1399144815,12515.6758002707,13120.560108593,7701.67884586483,7304.60808401681,5851.50221361137
"ZNF436",854.163858603809,1160.00674249007,635.601498610044,861.673907113662,633.607913977594,343.769572143694
"MAX",1837.77620094551,1941.01891567804,2118.01061003285,1936.89308685984,1944.89229854637,2534.99144926106
"CHURC1-FNTB",55.8982088868164,69.0691037513171,34.7052300333097,0,0,0
"ARMCX5",654.107111008887,684.492528202155,527.519496506308,399.929085149493,512.174557975706,280.703931210858
"GDF5",44.1301649106446,7.08401064116073,23.797872022841,117.075259118704,1.95860251615949,0
"MMP24",109.835077110938,111.573167598281,106.098846101833,45.893501574532,81.2820044206187,33.3876922585603
"NECAB3",2034.89093754639,2835.37525912458,2216.17683212706,5681.42817451247,4357.89059845486,3242.31589266463
"ID1",352.060648953809,1800.22420418497,136.837764131336,886.025561010353,2566.74859742701,918.779827707788
"RALY",7560.96825469043,8260.84190892355,6890.47552861341,13665.0242443351,18277.6786808003,16441.5835655488
"DYNLRB1",4176.67494120967,3643.83797354705,4354.01900217894,12079.3569348314,10306.1664400312,12763.9910923281
"EIF2S2",8653.43500381172,8180.26128788035,8082.35228575736,10695.9956730848,9447.31923669529,10344.0016941799
"ERGIC3",14778.7018934092,13050.5186036783,13028.3433545045,31689.9311382508,29594.4840191699,35458.9657597858
"ROMO1",301.065791723731,250.596876431061,249.87765623983,1541.6470120751,1639.35030602549,3268.28409775462
"BPIFB9P",2.94201099404297,6.19850931101564,6.94104600666195,0,0,0
"FAM83C",0,28.3360425646429,0,14.9856331671941,0,8.65606836333044
"BPIFB1",0,0,0,11.2392248753956,34.275544032791,18.5487179214224
"CEP250",2142.76467399463,2083.5846298314,2904.33196478755,3216.29151850904,2134.87674261384,2784.78085060288
"PLAGL2",2733.12821346592,3620.81493896328,3532.99241739093,919.74323563654,1557.08900034679,2783.54426940812
"MMP24OS",1683.81095892393,1854.23978532382,1372.34395331716,3939.34831882616,3870.19857193115,5346.97708614869
"GRPR",0,7.08401064116073,0,0,0,0
"KDM5C",17172.5181722288,14916.2699062941,19345.6867985678,11856.4456414694,9661.78621221475,8220.79178277439
"AMOT",32.3621209344727,118.657178239442,95.1914880913639,63.688940960575,55.8201717105454,4.94632477904596
"TMEM115",4841.56942586338,4841.92127323336,4736.7681105463,8992.31650238943,7590.5640513761,8406.27896198862
"PSMB2",5248.54761337266,4662.1645032139,4832.95117663862,8586.76780480224,7629.73610169928,8332.08409030293
"AGO3",6447.90742861084,3961.73295106914,6338.16658208331,5007.07468198874,2101.58049983913,2269.12649238734
"UROD",3420.57811574063,3715.5635812888,2899.37407478279,7817.81750291059,7607.21217276345,9109.8936618079
"ST3GAL3",1960.35999236397,1321.16798457648,2351.0314402565,3026.16129770026,1779.39038593089,1790.56957001464
"TMEM53",1278.79411207734,1137.86920923644,1138.33154509256,2707.71659289739,2436.5015301024,3055.59213225564
"HECTD3",4816.07199724834,5632.67396105292,5585.55887936096,5276.81607899823,4782.90734446147,4435.61674560947
"KLC1",10485.3271827691,10055.7531051277,11418.0206809589,10523.6608916621,12947.3419330723,14569.3996366799
"XRCC3",812.975704687207,1150.26622785847,949.931724911735,724.930004463016,605.208177493282,827.272819295437
"TUBGCP3",908.10072682793,1072.3421108057,1285.08508923341,517.004344268198,457.33368752324,626.946665744076
"MCF2L",61.7822308749024,890.814338125961,42.6378540409234,35.5908787720861,116.53684971149,22.2584615057068
"F10",51.9755275614258,220.489831206128,45.6125880437785,110.519044608057,259.514833391132,265.864956873721
"PCID2",4551.29100778447,4296.45245386398,4339.14533216467,3415.78776004731,4250.16746006609,4283.5172586538
"PROZ",5.88402198808594,22.1375332536273,19.8315600190341,10.302622802446,11.7516150969569,9.89264955809193
"LRFN3",956.153573063965,1035.15105493961,1175.01993112777,2054.9049480515,1328.91180721421,2112.08068065263
"IGFLR1",260.858308138477,270.077905694253,430.344852413041,1482.64108147927,2249.45498980917,1465.34871579237
"CAPNS1",13863.7364742618,14819.7502613082,12762.6004502494,25606.700674443,33445.0965659394,32753.3261056476
"PDCD2L",230.457527866699,332.062998804409,272.683950261719,808.287588955533,609.125382525601,586.139486316947
"GPR42",5.88402198808594,6.19850931101564,1.98315600190341,14.9856331671941,103.805933356453,74.1948716856894
"RBM42",4551.29100778447,5055.32709379832,3946.48044378779,14174.5357720197,14749.256247939,15867.8098911794
"KIRREL2",0,0,0,3.74640829179853,11.7516150969569,0
"UBA2",8144.46710184229,7756.991652071,7600.44537729483,4734.5234787604,4941.55414827039,4423.25093366185
"FFAR2",24.5167582836914,100.061650306395,78.3346620751848,16.8588373130934,885.288337304088,849.531280801144
"HCST",42.1688242479492,43.3895651771095,9.91578000951707,51.5131140122298,2339.55070555251,835.928887658768
"FFAR1",35.3041319285156,173.558260708438,148.736700142756,63.688940960575,76.38549813022,231.240683420399
"COX6B1",1859.35094823516,1659.4294926919,1418.94811936189,6422.28041421563,6824.75046755773,9883.9934897286
"THRA",2301.63326767295,2389.08258873145,2172.54740008519,4654.91230255968,1937.05788848173,2862.68546587285
"CCR7",226.534846541309,225.802839186998,194.349288186535,31.8444704802875,476.919712684835,1456.69264742904
"NR1D1",6924.5132096458,7996.96251254032,9965.35890956465,23500.2826123792,6548.58751277925,15852.9709168423
"FRMD8",12185.809537326,13361.3295705593,15634.2103410056,20235.2877860768,8261.38541316072,7792.93468938692
"PRDX5",14748.3011131374,11200.7063250053,10819.1075683841,52501.2291991917,49394.9761562842,68479.3934035018
"BCL2L12",1045.3945732166,1036.03655626976,835.900254802289,2310.59731396674,2649.00990310571,2569.61572271438
"IRF3",3861.87976484707,4539.96531965388,3809.64267965646,8279.56232487476,10274.8287997727,8385.25708167767
"PRMT1",16836.1482485766,15350.1655580651,18090.3490493629,27075.292724828,26358.8726624744,32685.3141399357
"RRAS",3310.74303862969,2834.48975779444,3157.18435503023,5189.71208621392,10008.458857575,9048.06460206983
"PRRG2",36.2848022598633,30.9925465550782,32.7220740314063,69.3085533982728,52.8822679363062,72.958290490928
"SCAF1",4696.43021682393,5470.62721763637,5760.07660752847,13879.5061190406,10426.620494775,10086.7928056695
"PRR12",4939.63645899815,3808.54122095404,5778.91658954655,5371.41288836615,3113.19869943551,4473.95076264707
"TSKS",1.96134066269531,1.77100266029018,4.95789000475853,23.4150518237408,18.6067239035151,14.8389743371379
"FLRT1",17.6520659642578,14.1680212823215,13.8820920133239,0,9.79301258079744,0
"ASL",4138.42879828711,3896.2058526384,4633.64399844733,6472.85692615491,9000.75786301093,10791.6440866835
"SBDS",9766.49582989131,8062.48961097105,7906.84297958891,6690.14860707923,7448.56536895453,6943.40340858577
"CSN1S1",88.2603298212891,86.7791303542189,52.5536340504405,143.300117161294,165.501912615477,289.359999574189
"STATH",105.912395785547,135.481703512199,23.797872022841,141.426913015395,128.288464808446,148.389743371379
"STAT5A",1538.67174988447,2191.6157921091,2471.01237837165,1534.1541954915,2763.58815030104,6618.1825543635
"WNK4",0,15.0535226124665,0,5.6196124376978,6.85510880655821,0
"BECN1",5911.48075736367,5698.20105948366,5559.77785133622,6730.42249621606,6750.32357194367,6249.68135832457
"PRKCG",169.655967323145,70.8401064116073,83.2925520799434,143.300117161294,195.860251615949,160.755555318994
"TRAP1",5641.79641624307,6221.53234559941,6593.99370632885,10698.8054793037,9232.85226117583,14580.5288674327
"GLIS2",507.006561306738,1150.26622785847,601.887846577686,702.451554712225,932.294797691916,792.648545842116
"NSRP1",3008.69657657461,2897.36035223474,3489.36298534906,2570.97269024674,1986.02295138572,2058.90768927788
"DNAJC8",7972.84979385645,7029.10955869173,6481.94539222131,13132.0976648268,11538.1274226955,11318.4276756519
"AHDC1",1297.42684837295,3148.84272999594,1640.07001357412,2127.95990974157,1580.59223054071,1127.76204962248
"IFI6",1876.02234386807,2505.08326298046,1546.86168148466,8105.35433930613,13798.3547263436,10043.5124638528
"DACH2",201.03741792627,90.3211356747993,429.353274412089,172.334781422733,86.1785107110175,108.819145139011
"ZNF384",4708.1982608001,4373.4910695866,4963.83947276424,4418.88858017637,2801.78089936615,2356.9237572154
"EMG1",3674.57173155967,3685.45653606387,4336.17059816181,7770.05079719016,8067.48376406093,9344.84408881259
"SSX1",0,9.740514631596,0,0,27.4204352262328,0
"UXT",2879.24809283672,2108.37866707546,2510.67549840972,5316.15336606212,6479.05712345558,8140.41400511489
"CFP",1135.61624370059,808.462714422468,1017.35902897645,1958.43493453768,4433.296795327,2633.91794484198
"ELK1",21397.2459596745,16045.284102229,23850.4256568914,9122.50419052943,5393.99132950323,6448.77093068117
"TIMM17B",1799.53005802295,1404.40510961011,1496.29120343613,6780.99900815534,4601.73661171672,5379.12819721249
"PCNX4",5995.81840585957,5392.7031005836,6557.30532029364,2678.68192863595,2213.22084326022,1805.40854435178
"ATG14",2242.79304779209,1711.67407117046,2222.12630013278,1390.85407833021,1639.35030602549,1320.66871600527
"KTN1",26467.3115727419,23140.8062606817,25470.6641104465,14900.4023785557,15464.1461663372,16423.0348476274
"SIX1",5.88402198808594,21.2520319234822,0,5.6196124376978,43.0892553555087,103.872820359965
"RHOJ",20.5940769583008,584.43087789576,33.713652032358,3.74640829179853,39.1720503231898,69.2485469066435
"DLGAP5",60.8015605435547,401.132102555726,180.467196173211,68.3719513253232,144.936586195802,85.3241024385429
"L3HYPDH",1140.51959535732,1030.72354828889,1094.70211305068,715.56398373352,699.221098268937,607.161366627892
"HSPA2",207.902110245703,588.858384546485,241.945032232216,119.885065337553,274.204352262328,272.047862847528
"ZBTB1",2105.49920140342,2061.44709657777,1885.98135781015,1180.11861191654,1606.05406325078,1021.41606687299
"TRMT5",748.251462818262,933.318401972926,667.331994640499,741.788841776109,802.04773036731,845.82153721686
"SGPP1",3366.6412475165,2115.46267771662,2261.78942017084,1456.41622343668,1488.53791228121,860.660511553998
"PLEKHG3",116.699769430371,990.875988432357,77.3430840742331,74.9281658359706,382.90679190918,362.318290065117
"PZP",0,5.31300798087055,0,1.87320414589927,7.83441006463795,0
"PRDM7",5.88402198808594,0,0,0,3.91720503231898,0
"RHOT1",10397.0668529479,3743.0141225233,7965.34608164506,5542.81106771593,1727.48741925267,2319.82632137256
"EVI2A",91.2023408153321,97.40514631596,35.6968080342614,46.8301036474817,1156.55478579218,319.037948248465
"OMG",68.646923194336,79.6951197130582,106.098846101833,9.36602072949633,22.5239289358341,85.3241024385429
"WDR60",4761.15445869287,5861.13330423036,5725.37137749516,7817.81750291059,2631.38248046027,3771.57264402255
"AIF1L",346.176626965723,977.59346848018,327.220740314063,567.580856207478,384.865394425339,604.688204238369
"FAM78A",1316.05958466856,788.096183829131,2206.26105211755,2313.40712018559,2089.82888474217,1649.59931381183
"NUP214",3811.86557794834,4168.94026232309,5312.87492909925,3506.63816112343,3742.88940838078,3412.96409754171
"CTAG2",5.88402198808594,0,732.776142703311,0,0,9.89264955809193
"AVPR2",33.3427912658203,107.145660947556,33.713652032358,0,14.6895188711962,4.94632477904596
"SLC10A3",2667.42330126563,1600.10090357218,2114.04429802904,2460.45364563869,2864.45617988325,3293.01572164985
"MAP2K2",8626.95690486534,10348.8540454057,10073.4409116684,31191.6588354416,32676.3450783468,37270.5572101113
"HNRNPH2",9344.80758741182,7787.09869729593,8851.81681449589,6145.04620062254,5663.29917547516,4818.95691598553
"ARMCX1",2012.33551992539,1085.62463075788,1518.10591945706,2141.07233876286,1145.7824719533,1168.56922904961
"TMEM35A",11.7680439761719,45.1605678373996,19.8315600190341,45.893501574532,9.79301258079744,25.9682050899913
"TIMM8A",201.03741792627,220.489831206128,153.694590147515,259.438774207048,230.13579564874,242.369914173252
"ZC4H2",459.934385402051,279.818420325849,385.723842370214,338.113348334818,190.96374532555,391.996238739393
"CANX",48553.9687753538,33719.0051505949,54024.1442258518,19418.5707784647,20091.344610764,16283.3011726193
"INTS11",6267.46408764287,7377.9970827689,7778.92941746614,15581.3120855901,17091.7448572658,16444.0567279383
"RGS13",7.84536265078125,20.3665305933371,3.96631200380683,0,45.0478578716682,119.948375891865
"IPPK",1040.49122155986,897.012847436977,793.262400761365,483.286669642011,744.268956140605,394.469401128916
"ZNF484",449.147011757227,457.804187685012,479.923752460626,159.222352401438,224.259988100261,217.638290278022
"OMD",0,24.7940372440625,0,0,23.5032301939139,0
"FGD3",215.747472896484,453.376681034287,43.6294320418751,95.5334114408626,1857.73448657727,720.926836545949
"HIVEP3",1957.41798136992,4483.2932345246,1621.23003155604,403.675493441292,1917.47186332014,2811.98563688763
"PPCS",2858.65401587842,2329.75399961173,2175.52213408804,4577.17433050486,3353.12750766504,3676.35589202591
"EDN2",569.769462512989,2613.11442525816,475.957440456819,485.15987378791,3111.24009691935,1366.42222021145
"BCL11B",142.19719804541,130.168695531328,24.7894500237927,184.510608371078,308.479896295119,646.73196486026
"COX7C",2366.3575095419,1800.22420418497,1775.91619970451,6265.86786803305,5825.8631843164,7574.05981791413
"TRAF2",265.761659795215,480.827222268784,375.808062360697,1001.22761598316,743.289654882525,1025.12581045728
"ABHD8",1851.50558558438,1405.29061094026,1412.99865135618,5233.73238364255,2703.85077355817,3717.16307145304
"MASP1",67.6662528629883,794.294693140146,21.8147160209375,50.5765119392802,79.3234019044592,54.4095725695056
"ATP13A4",30.4007802717774,23.9085359139175,35.6968080342614,33.7176746261868,11.7516150969569,25.9682050899913
"PLAAT1",60.8015605435547,52.2445784785604,58.5031020561507,141.426913015395,133.184971098845,199.0895723566
"HELB",118.661110093066,208.092812584096,182.450352175114,88.0405948572655,80.302703162539,75.4314528804509
"RAP1B",38881.6172972719,31896.6434131563,31821.7212065422,13217.3284534652,17652.8844781455,17937.8468112102
"IL22",0,0,0,0,0,82.8509400490199
"TSPAN8",314.795176362598,804.920709101888,338.128098324532,233.213916164459,267.34924345577,247.316238952298
"BEST3",0,3.54200532058036,0,3.74640829179853,5.87580754847846,2.47316238952298
"RAB3IP",1933.88189341758,1614.2689248545,2669.32797856199,3104.83587182803,868.640215916733,1858.58153572652
"PTPRB",59.8208902122071,849.195775609142,59.4946800571024,21.5418476778416,47.0064603878277,55.6461537642671
"DYRK2",9029.03174071788,6345.50253181972,10539.4825721157,2463.26345185754,3376.63073785896,4564.22118986466
"YEATS4",540.349352572559,408.216113196887,482.898486463481,1109.87345644532,796.171922818832,458.771623256513
"TAS2R4",2.94201099404297,21.2520319234822,7.93262400761366,8.4294186565467,4.89650629039872,0
"TAS2R5",1.96134066269531,12.3970186220313,36.6883860352132,7.49281658359707,0,1.23658119476149
"CRYGN",0,7.08401064116073,0,11.2392248753956,0,6.18290597380745
"LRRC61",167.694626660449,395.819094574856,340.111254326435,606.918143271362,482.795520233314,892.811622617796
"TRPV5",7.84536265078125,0,15.8652480152273,0,0,0
"IDUA",1937.80457474297,2462.5791991335,1883.00662380729,5497.85416821435,4242.33305000145,3736.94837056923
"FGFRL1",3907.97127042041,6074.53912479532,5159.18033895173,5587.76796721751,5757.31209625081,4933.95896709835
"TMEM175",1901.51977248311,1824.13274009889,1543.88694748181,4569.68151392126,4208.05750596866,3536.62221701786
