"","DOR_1","DOR_2","DOR_3","NOR_1","NOR_2","NOR_3"
"PTPN11",26392.7806275595,19246.3714107035,29868.3125446673,7597.71601576742,7158.69219656293,7252.54870727614
"NSUN7",499.161198655957,363.941046689632,529.502652508211,617.220766073808,341.776139069831,328.930597806557
"FAM156B",1629.87409069981,2371.37256212855,1959.35812988057,3367.08445225393,2842.9115522055,1802.93538196225
"WSCD1",27.4587692777344,35.4200532058036,19.8315600190341,22.4784497507912,0,113.765469918057
"RAB39A",7.84536265078125,0,15.8652480152273,0,33.2962427747113,0
"CLK3",4250.22521606074,4034.34406014103,5562.75258533908,8119.40337040037,5246.11683953319,4621.10392482369
"AC008267",27.4587692777344,12.3970186220313,23.797872022841,11.2392248753956,32.3169415166315,27.2047862847528
"HLA-DQB1",225.554176209961,123.084684890168,370.850172355938,31.8444704802875,4554.73015132889,387.049913960347
"GATA2",23.5360879523438,290.44443628759,16.856826016179,22.4784497507912,120.454054743808,76.6680340752124
"ARID3B",4327.69817223721,4741.85962292696,5329.73175511542,2777.02514629566,4020.03166441735,3641.73161857259
"HMGN2P46",14.7100549702149,12.3970186220313,8.92420200856536,2.8098062188489,21.5446276777544,0
"TMEM31",49.0335165673828,24.7940372440625,34.7052300333097,147.046525453092,66.5924855494226,13.6023931423764
"PACS2",5236.77956939649,5534.38331340682,6319.32660006523,9155.28526308266,7543.55759098827,6590.97776807875
"ELMOD2",2029.98758588965,1679.79602328524,1662.87630759601,2114.84748072027,1277.00884053599,1545.72649345186
"EGR3",28860.1471812302,21197.1308410132,30743.8759195077,17166.9793950938,11381.4392214028,7695.24477500076
"CATSPERE",152.984571690234,105.374658287266,79.3262400761365,42.1470932827335,55.8201717105454,103.872820359965
"GPC5",29.4201099404297,87.664631684364,78.3346620751848,30.9078684073379,43.0892553555087,53.1729913747441
"VWA1",97.086362803418,1462.84819739969,146.753544140853,468.301036474817,232.094398164899,504.525127462688
"LINC00174",863.970561917286,943.944417934667,1251.37143720105,1737.39684532157,953.83942536967,985.555212224908
"DNAJB8",0,0,0,3.74640829179853,16.6481213873556,0
"GEMIN4",1144.44227668272,1196.31229702602,989.594844949803,1076.15578181913,1515.95834750744,1244.00068193006
"OR6W1P",1.96134066269531,0.885501330145091,0,4.68301036474817,16.6481213873556,0
"IL6-AS1",0,9.740514631596,0,0,12.7309163550367,0
"FJX1",12087.7425041912,6645.68748273891,14791.3690401966,9250.81867452353,6303.76219825931,13718.631774684
"KLHL28",1131.6935623752,613.652421790548,927.125430889846,584.439693520571,579.746344783208,562.644443616478
"MKRN3",3.92268132539063,14.1680212823215,56.5199460542473,26.2248580425897,4.89650629039872,0
"ZBTB18",674.701187967188,647.301472336061,616.761516591962,583.503091447621,597.373767428644,620.763759770268
"C14orf28",298.123780729688,282.474924316284,306.397602294077,210.735466413667,286.935268617365,291.833161963712
"SLC17A8",5.88402198808594,0,0,0,0,0
"EIF3J-DT",334.408582989551,318.780478852233,335.153364321677,428.963749410932,361.362164231425,202.799315940884
"SHARPIN",3104.80226904668,3111.65167412985,3186.93169505879,9724.73932343604,8981.17183784933,9605.76272090726
"LBX2",18.6327362956055,14.1680212823215,17.8484040171307,40.2738891368342,45.0478578716682,49.4632477904596
"DNHD1",3482.36034661553,3032.84205574694,3919.7078377621,2211.31749423408,1980.14714383724,2055.1979456936
"SLITRK4",1065.9886501749,428.582643790224,732.776142703311,817.65360968503,469.085302620197,672.700169950251
"HTR1D",3.92268132539063,0,2.97473400285512,3.74640829179853,0,4.94632477904596
"GCC1",1930.93988242354,1618.69643150523,2147.7579500614,1259.72978811726,1355.35294118237,826.036238100676
"LSMEM2",25.4974286150391,7.96951197130582,10.9073580104688,98.3432176597115,213.487674261384,80.3777776594969
"RNF151",0,12.3970186220313,0,15.9222352401438,0,0
"CIITA",281.452385096777,765.073149245359,212.197692203665,240.706732748056,2334.65419926211,665.280682781682
"ZFPM1",643.319737364063,1070.57110814541,717.902472689036,572.263866572226,1341.64272356925,725.873161324995
"ALOX15B",1217.99255153379,390.506086593985,860.689704826082,1014.34004500445,907.812266239922,582.429742732662
"PLD6",278.510374102734,242.627364459755,313.338648300739,182.637404225178,252.659724584574,379.630426791778
"GRM8",22.5554176209961,10.6260159617411,30.7389180295029,0,7.83441006463795,0
"CDC42EP4",6012.48980149248,8313.08648740211,7022.35540273999,4231.56816558644,6024.66133970658,9543.93366116919
"DGKZP1",500.141868987305,525.987790106184,478.932174459674,407.42190173309,462.230193813639,328.930597806557
"ZBTB42",543.291363566602,776.584666537245,399.605934383538,593.805714250067,908.791567498002,779.046152699739
"LACC1",4381.63504046133,2189.84478944881,2330.20830223651,822.336620049778,982.239161853983,608.397947822653
"MAF1",5945.80421896084,6434.93816616438,5540.93786931814,12486.7788365645,12993.369092202,12848.0786135719
"TPPP2",0,0,5.94946800571024,0,0,0
"FCER1A",11.7680439761719,133.710700851909,19.8315600190341,58.0693285228773,421.09954097429,291.833161963712
"ARL14",94.144351809375,160.275740756261,39.6631200380683,14.0490310942445,78.3441006463795,80.3777776594969
"OR6C2",0,0,0,13.1124290212949,0,0
"WDR97",194.172725606836,225.802839186998,165.593526158935,513.257935976399,471.043905136357,602.215041848846
"NLRP8",0,0,27.7641840266478,0,0,0
"PCED1B",499.161198655957,557.865837991407,359.94281434547,896.328183812799,721.745027204771,389.52307634987
"FLJ37453",137.293846388672,82.3516237034934,129.896718124674,298.776061270933,238.949506971457,278.230768821335
"APOBEC3B",32.3621209344727,94.7486423255247,55.5283680532956,80.5477782736685,345.69334410215,309.145298690373
"PIPOX",15.6907253015625,15.9390239426116,8.92420200856536,20.6052456048919,86.1785107110175,44.5169230114137
"ATP8B5P",54.9175385554688,51.3590771484153,48.5873220466336,11.2392248753956,57.7787742267049,21.0218803109453
"FOXS1",0,85.8936290240738,3.96631200380683,0,3.91720503231898,4.94632477904596
"ATOH7",28.439439609082,10.6260159617411,4.95789000475853,0,0,64.3022221275975
"CDH5",48.0528462360352,3957.30544441841,203.2734901951,34.6542766991364,100.868029582214,43.2803418166522
"LRRC3B",0,0,0,9.36602072949633,15.6688201292759,7.41948716856894
"OR7E22P",1.96134066269531,5.31300798087055,0,0,7.83441006463795,9.89264955809193
"FAM216B",164.752615666406,181.527772679744,202.281912194148,241.643334821005,52.8822679363062,118.711794697103
"PCBP1-AS1",1041.47189189121,797.836698460727,764.506638733766,867.29351955136,908.791567498002,913.833502928742
"MYADM",39927.0118704885,32713.0756395501,43291.3039435506,19844.7247216568,21321.3469909122,17258.9637352861
"MROH1",4017.80634753135,4129.09270246656,5092.74461288797,4871.26738141104,6571.11144171508,5510.2058038572
"SERTAD2",6733.28249503301,6053.28709287184,6400.63599614327,1046.18451548474,3535.27754166788,4605.02836929179
"AKAP5",1407.26192548389,479.056219608494,945.965412907928,414.914718316687,158.646803808918,248.55282014706
"NKPD1",583.498847151856,770.386157226229,569.16577254628,738.042433484311,331.983126489033,769.153503141647
"GIPC3",188.28870361875,236.428855148739,135.846186130384,220.101487143164,105.764535872612,96.4533331913963
"RNF227",281.452385096777,306.383460230201,249.87765623983,132.997494358848,42.109954097429,110.055726333773
"CITED4",4826.85937089317,4987.14349137715,1772.94146570165,39632.3167168637,7429.95864505102,21573.395523809
"ABCA13",0,108.031162277701,0,0,6.85510880655821,0
"NLRP11",14.7100549702149,15.0535226124665,109.073580104688,32.7810725532372,15.6688201292759,33.3876922585603
"TIGD5",526.619967933692,452.491179704141,352.010190337856,1295.32066688934,946.005015305033,800.068033010685
"PDXDC1",6445.94608794815,6655.4279973705,7693.65370938429,5149.43819707708,3809.4818939302,2819.4051240562
"PHC1P1",226.534846541309,330.291996144119,283.591308272188,75.8647679089203,44.0685566135885,50.6998289852211
"ZNF154",229.476857535352,422.384134479208,176.500884169404,469.237638547766,156.688201292759,186.723760408985
"R3HDM2",4420.86185371524,4785.24918810407,5587.54203536287,4110.74649817594,2574.58300749165,2000.78837312409
"B3GNT3",0,349.773025407311,7.93262400761366,0,3.91720503231898,0
"ITLN1",60.8015605435547,16.8245252727567,32.7220740314063,123.631473629352,121.433356001888,100.163076775681
"NRXN1",0,0,0.991578000951707,0,8.81371132271769,8.65606836333044
"SEPHS2",3782.44546800791,3403.86711307773,3163.13382303594,4345.8336184863,3617.53884734657,4545.67247194324
"GPBAR1",196.134066269531,176.214764698873,181.458774174162,220.101487143164,653.193939139189,196.616409967077
"ZNF784",236.341549854785,323.207985502958,314.330226301691,1694.31314996589,983.218463112063,737.002392077849
"ZNF648",0,0,0,0,13.7102176131164,0
"C14orf119",2042.73630019717,1526.60429317014,1586.52480152273,3335.23998177364,3293.39013092218,2530.04512448201
"LINC00652",5.88402198808594,0,9.91578000951707,0,0,0
"GOLGA8J",11.7680439761719,7.96951197130582,16.856826016179,0,0,0
"BBS10",770.806880439258,622.507435091999,976.704330937431,253.819161769351,199.777456648268,144.679999787094
"FIZ1",951.250221407227,1078.54062011672,800.203446768027,1489.19729598992,1070.37627508116,647.968546055021
"PUF60",13156.6731653602,11916.1913997625,12352.0871578554,24688.8306429523,24483.5107532517,28457.4430350462
"SSC5D",92.1830111466797,616.308925780983,120.972516116108,182.637404225178,313.376402585518,53.1729913747441
"DCTPP1",896.332682851758,707.515562785928,529.502652508211,1306.55989176474,1786.24549473745,2453.3770904068
"ZNF771",698.237275919532,508.277763503282,343.085988329291,2173.8534113161,851.992094529377,1324.37845958956
"PPP1R14BP3",123.564461749805,107.145660947556,88.2504420847019,302.522469562731,369.196574296063,394.469401128916
"NAIPP2",316.756517025293,517.132776804733,327.220740314063,175.144587641581,378.989586876861,272.047862847528
"TSHZ1",1391.57120018232,1677.1395192948,2266.7473101756,889.771969302151,619.897696364478,389.52307634987
"PSTK",376.5774072375,252.367879091351,304.414446292174,377.450635398702,298.686883714322,457.535042061752
"SPDYE7P",3.92268132539063,0,8.92420200856536,3.74640829179853,0,0
"SOCS4",2391.85493815693,2105.72216308503,2103.13694001857,1070.53616938143,1265.25722543903,880.445810670181
"ZADH2",2566.41425713682,2524.56429224365,3513.1608573719,3256.56540764587,1755.88715573698,1366.42222021145
"AC093909",47.0721759046875,85.0081276939287,26.7726060256961,12.1758269483452,3.91720503231898,54.4095725695056
"OR1E1",0,0,0,22.4784497507912,0,0
"AC079741",0,0,0,5.6196124376978,0,0
"ZNF48",726.676715528614,668.553504259544,703.02880267476,972.192951721719,1069.39697382308,600.978460654085
"C3orf80",3.92268132539063,7.08401064116073,0,0,0,0
"TMEM150B",0,0,0,14.9856331671941,158.646803808918,92.7435896071118
"LINC02870",0,8.85501330145091,0,3.74640829179853,52.8822679363062,69.2485469066435
"ANKRD18A",824.743748663379,201.894303273081,561.233148538666,184.510608371078,313.376402585518,504.525127462688
"TMEM86B",133.371165063281,185.955279330469,98.166222094219,662.177665575391,640.463022784152,431.56683697176
"OR3A1",0,0,0,4.68301036474817,0,0
"SEPTIN1",191.230714612793,266.535900373672,91.225176087557,421.470932827335,1394.52499150556,1623.63110872184
"TRNAU1AP",1091.48607878994,1157.35023849963,1150.23048110398,2054.9049480515,1885.15492180351,1731.21367266609
"EXOC3",4638.57066727442,4970.3189661044,6145.80044989868,8485.61478092368,8408.28060187268,6046.88204238369
"ACER2P1",0,0.885501330145091,9.91578000951707,0,0,0
"TDRD6",29.4201099404297,36.3055545359487,25.7810280247444,37.4640829179853,132.205669840765,0
"CSNK1A1L",1.96134066269531,3.54200532058036,5.94946800571024,5.6196124376978,0,7.41948716856894
"ACTA2-AS1",110.815747442285,38.962058526384,182.450352175114,9.36602072949633,8.81371132271769,14.8389743371379
"LYNX1",2379.10622384942,1316.74047792575,1344.57976929051,2083.93961231293,1055.68675620996,1316.95897242099
"TH",0,28.3360425646429,0,0,0,0
"MED14",6143.89962589307,4493.03374915619,7123.49635883706,4645.54628183018,2137.81464638808,1861.05469811604
"FAHD1",1755.39989311231,1794.9111962041,1690.64049162266,3671.48012596256,2063.38775077402,1967.40068086553
"HMGB1P14",4.90335165673828,4.42750665072545,7.93262400761366,1.87320414589927,0,0
"TDRP",4257.08990838018,2443.98367120045,3760.06377960887,3777.31616020587,2438.46013261856,2862.68546587285
"RCC1",1927.01720109815,3093.94164752695,1913.74554183679,1557.56924731524,1898.86513941662,2219.66324459688
"MYLPF",0,6.19850931101564,0,0,23.5032301939139,75.4314528804509
"F2",0,0,9.91578000951707,0,0,0
"FO393411",15.6907253015625,1.77100266029018,4.95789000475853,39.3372870638846,33.2962427747113,32.1511110637988
"PRKRA",4341.42755687608,3326.82849735511,3828.48266167454,4170.68903084472,4273.67069026,3725.81913981637
"HERC2P3",1001.26440830596,3431.31765431223,1708.48889563979,3654.62128864947,1784.28689222129,269.574700458005
"ZNRF2",1533.76839822774,1252.09888082516,1458.61123939996,1337.46776017208,817.716550496586,1150.02051112819
"RRH",13.7293846388672,23.0230345837724,23.797872022841,11.2392248753956,0,0
"SLC9A4",0,50.4735758182702,0,0,0,0
"ZNF816",180.443340967969,167.359751397422,187.408242179873,237.896926529207,96.9508245498946,38.3340170376062
"FGD6",496.219187661914,607.453912479532,294.498666282657,123.631473629352,105.764535872612,75.4314528804509
"ADGRD2",30.4007802717774,0,4.95789000475853,5.6196124376978,0,16.0755555318994
"LINC01869",8.82603298212891,14.1680212823215,0,40.2738891368342,53.8615691943859,9.89264955809193
"AL049610",13.7293846388672,45.1605678373996,19.8315600190341,3.74640829179853,8.81371132271769,2.47316238952298
"PLD5",7.84536265078125,25.6795385742076,0,18.7320414589927,21.5446276777544,9.89264955809193
"OAZ2",3132.26103832442,3502.15776072383,3084.79916096076,4161.32301011522,3917.20503231898,3452.53469577408
"PNPLA1",29.4201099404297,22.1375332536273,8.92420200856536,0,7.83441006463795,25.9682050899913
"ALX1",0,7.08401064116073,0,0,0,0
"CCDC43",1992.72211329844,1852.46878266353,1861.19190778635,2018.37746720646,1655.99842741285,1611.26529677422
"KCTD4",3.92268132539063,5.31300798087055,3.96631200380683,2.8098062188489,0,0
"MEIOC",73.5502748510742,77.0386157226229,61.4778360590058,60.8791347417262,33.2962427747113,127.367863060434
"FZD2",53.9368682241211,39.8475598565291,27.7641840266478,59.9425326687765,76.38549813022,43.2803418166522
"TIGD2",306.949813711817,348.002022747021,363.909126349276,223.847895434962,228.17719313258,185.487179214224
"HCLS1",744.328781492871,1000.61650306395,338.128098324532,308.142082000429,14818.7866372627,3774.04580641207
"MTURN",1441.58538708106,1174.17476377239,1396.14182534,352.162379429062,799.109826593071,1477.71452773998
"ZNF609",4690.54619483584,3759.83864779606,5936.57749169787,1425.50835502934,1681.46026012292,1631.05059589041
"PAK2",25079.663053885,23721.6951332568,28987.7912798222,9604.85425809849,12935.5903179753,12829.5298956505
"CCDC66",546.233374560645,665.011498938963,725.835096696649,664.05086972129,330.024523972874,301.725811521804
"EMC3-AS1",28.439439609082,27.4505412344978,54.5367900523439,10.302622802446,8.81371132271769,18.5487179214224
"MCFD2",20267.513737962,16697.898582546,21098.7967042504,13953.4976828036,9344.49260459692,10613.5763946379
"OR10AA1P",0,0,1.98315600190341,3.74640829179853,0,0
"LINC00304",207.902110245703,43.3895651771095,82.3009740789917,18.7320414589927,14.6895188711962,81.6143588542584
"HARBI1",97.086362803418,99.1761489762502,64.4525700618609,157.349148255538,53.8615691943859,140.97025620281
"C11orf71",202.018088257617,220.489831206128,211.206114202714,396.182676857695,233.073699422979,71.7217092961665
"CYP8B1",0,0,0,28.098062188489,0,0
"TPRXL",0,16.8245252727567,6.94104600666195,0,0,19.7852991161839
"SERTM1",328.524561001465,133.710700851909,396.631200380683,80.5477782736685,130.247067324606,196.616409967077
"GAS1",7381.50558405381,4393.85760017994,8344.12887800861,1466.71884623913,1025.32841720949,2687.09093621672
"ARHGAP45",1879.94502519346,2007.43151543892,1601.39847153701,3331.49357348185,10850.6579395236,5824.29742732662
"AC022148",13.7293846388672,21.2520319234822,0,5.6196124376978,15.6688201292759,19.7852991161839
"ZNF571",154.94591235293,185.069778000324,222.113472213182,228.53090579971,75.4061968721403,92.7435896071118
"GLIPR1L2",35.3041319285156,52.2445784785604,54.5367900523439,26.2248580425897,54.8408704524657,0
"MIGA1",1132.67423270654,887.272332805381,1046.11479100405,907.567408688195,723.703629720931,510.708033436496
"KCNE1",119.641780424414,54.0155811388505,88.2504420847019,32.7810725532372,189.005142809391,189.196922798508
"PRR26",148.081220033496,113.344170258572,125.930406120867,73.0549616900714,42.109954097429,178.067692045655
"NRIP1",24891.3743502662,10693.3140628321,21667.9624767967,5204.69771938111,5732.82956479882,8852.68477329751
"ZSCAN4",0,7.08401064116073,0,0,0,0
"BHLHA15",169.655967323145,103.603655626976,90.2335980866053,7.49281658359707,39.1720503231898,0
"RNF182",82.3763078332032,46.0460691675447,57.511524055199,13.1124290212949,94.0129207756554,42.0437606218907
"C9orf139",0,0,4.95789000475853,5.6196124376978,28.3997364843126,4.94632477904596
"TSPYL5",3589.25341273242,4058.25259605495,3611.32707946612,2385.52547980272,1555.13039783063,1595.18974124232
"FUT7",0,0,7.93262400761366,0,72.468293097901,0
"H2AC6",4993.57332722227,5483.90973758855,5049.11518084609,6265.86786803305,4594.88150291016,2872.57811543094
"EIF2S3B",153.965242021582,202.779804603226,222.113472213182,107.709238389208,71.4889918398213,35.8608546480832
"SRP9P1",105.912395785547,61.9850931101564,78.3346620751848,39.3372870638846,47.0064603878277,19.7852991161839
"SKIDA1",43.1494945792969,71.7256077417524,49.5789000475853,43.0836953556831,28.3997364843126,80.3777776594969
"H2BC4",579.576165826465,634.90445371403,612.795204588155,387.753258201148,454.395783749001,293.069743158473
"ZBTB12BP",40.2074835852539,20.3665305933371,28.7557620275995,2.8098062188489,13.7102176131164,0
"MB21D2",315.775846693945,393.16259058442,232.029252222699,45.893501574532,445.582072426283,443.932648919375
"GSX2",0,0,0,0,17.6274226454354,0
"SSTR2",383.442099556934,246.169369780335,430.344852413041,539.482794018989,281.059461068886,208.982221914692
"ZNF594",186.327362956055,160.275740756261,192.366132184631,109.582442535107,41.1306528393492,66.7753845171205
"PCGF5",21850.3156527571,15429.8606777782,19492.4403427087,6397.92876031894,8955.71000513926,7660.62050154744
"SLC47A2",277.529703771387,119.542679569587,213.189270204617,26.2248580425897,42.109954097429,70.485128101405
"PRF1",442.282319437793,258.566388402367,115.023048110398,85.2307886384166,1454.26236824842,941.038289213495
"OR2A4",87.2796594899415,77.0386157226229,68.4188820656678,34.6542766991364,41.1306528393492,54.4095725695056
"MAB21L1",135.332505725977,106.260159617411,139.812498134191,218.228282997265,100.868029582214,64.3022221275975
"YOD1",3126.37701633633,2542.27431884656,2881.52567076566,1128.60549790431,1636.41240225125,2144.23179171643
"EXOC5P1",1.96134066269531,5.31300798087055,15.8652480152273,4.68301036474817,0,2.47316238952298
"TMEM64",3069.49813711817,2432.47215390856,2782.36787067049,2173.8534113161,1473.84839341001,1370.13196379573
"C3orf22",4.90335165673828,5.31300798087055,0,0,0,11.1292307528534
"LINC02363",24.5167582836914,33.6490505455135,27.7641840266478,107.709238389208,42.109954097429,29.6779486742758
"CHRM4",43.1494945792969,45.1605678373996,54.5367900523439,28.098062188489,19.5860251615949,21.0218803109453
"SHISA2",380.500088562891,423.269635809353,595.938378571976,413.978116243738,110.661042163011,79.1411964647354
"S1PR5",144.158538708106,86.7791303542189,75.3599280723297,56.196124376978,640.463022784152,484.739828346504
"CLRN3",0,7.08401064116073,0,0,0,0
"SMG1P3",552.117396548731,595.942395187646,624.694140599575,115.202054972805,415.223733425811,273.284444042289
"GPR157",72.5696045197266,210.749316574532,92.2167540885087,78.6745741277692,222.301385584102,101.399657970442
"PIPSL",49.0335165673828,20.3665305933371,42.6378540409234,33.7176746261868,28.3997364843126,29.6779486742758
"CHST13",11.7680439761719,7.08401064116073,3.96631200380683,11.2392248753956,247.763218294175,54.4095725695056
"WDFY3-AS2",44.1301649106446,97.40514631596,38.6715420371166,100.216421805611,105.764535872612,92.7435896071118
"SLC36A4",3217.57935715166,1967.58395558239,2956.88559883799,1378.67825138186,1493.43441857161,1454.21948503951
"ZDHHC20",5393.68682241211,4846.34877988408,4208.25703603904,2942.80371320775,3505.89850392548,2784.78085060288
"OR51E1",0,80.5806210432033,3.96631200380683,0,7.83441006463795,0
"ZFP3",331.466571995508,206.321809923806,442.243788424461,137.680504723596,72.468293097901,69.2485469066435
"ARSJ",68.646923194336,122.199183560023,83.2925520799434,18.7320414589927,41.1306528393492,45.7535042061752
"HOXC9",53.9368682241211,66.4125997608818,21.8147160209375,18.7320414589927,90.0957157433364,63.065640932836
"MAP3K15",1843.66022293359,953.684932566263,1449.6870373914,1222.26570519927,372.134478070303,302.962392716565
"PPA1",8851.53041074395,8966.58646904919,7845.3651435299,8377.90554253447,8034.18752128622,18334.7893747286
"HOXC10",0,3.54200532058036,27.7641840266478,0,5.87580754847846,46.9900854009366
"PSMG4",365.790033592676,361.284542699197,259.793436249347,609.727949490211,666.904156752306,1023.88922926251
"MAP6D1",39.2268132539063,145.222218143795,138.820920133239,69.3085533982728,3.91720503231898,82.8509400490199
"CSNK1G2-AS1",7.84536265078125,10.6260159617411,24.7894500237927,0,0,19.7852991161839
"ZNF443",61.7822308749024,63.7560957704465,53.5452120513922,85.2307886384166,53.8615691943859,108.819145139011
"LINC01559",0,19.481029263192,0,0,10.7723138388772,0
"PDIA3P1",1882.8870361875,1799.33870285482,1754.10148368357,2307.7875077479,2011.48478409579,1499.97298924569
"LINC01555",9.80670331347657,10.6260159617411,15.8652480152273,9.36602072949633,0,0
"CXCR2",35.3041319285156,92.9776396652345,13.8820920133239,11.2392248753956,636.545817751834,233.713845809922
"GREM2",15.6907253015625,103.603655626976,11.8989360114205,0,40.1513515812695,0
"C11orf42",6.8646923194336,5.31300798087055,44.6210100428268,18.7320414589927,0,0
"SSR4",5933.05550465332,6050.63058888141,4742.71757855201,16806.3875970082,17823.2828970513,26013.9585941975
"CAPS2",171.61730798584,79.6951197130582,93.2083320894604,194.813231173524,78.3441006463795,81.6143588542584
"ZNF792",66.6855825316406,128.397692871038,97.1746440932673,85.2307886384166,111.640343421091,44.5169230114137
"CUEDC1",1414.12661780332,1497.38274927535,1476.45964341709,2465.13665600343,2713.64378613897,3451.29811457932
"SCRIB",16430.1507313986,18893.0563799757,18656.5400879064,38200.2521473237,27318.5878953925,36294.8946474445
"KCTD2",4364.96364482842,4463.8122052614,4107.11607994197,4033.94512819407,4489.11696703755,5139.23144542876
"D2HGDH",2226.12165215918,3624.35694428386,2437.2987263393,6807.22386619793,6126.50867054688,5588.11041912718
"OXTR",5216.18549243819,4354.01004032341,9535.01405715161,8331.07543888699,4748.63180042868,2432.35521009585
"CMTR2",1725.97978317188,1362.78654709329,1514.13960745326,1243.80755287711,756.020571237562,378.393845597016
"OR56B4",8.82603298212891,13.2825199521764,0,3.74640829179853,0,4.94632477904596
"FAM83H",9329.11686211026,9484.60474718407,8709.02958235884,8265.51329378051,6014.86832712579,7055.93229730907
"GPR62",17.6520659642578,0,9.91578000951707,0,0,0
"OR56A1",0,7.08401064116073,0,0,0,0
"ZNF572",3.92268132539063,10.6260159617411,17.8484040171307,11.2392248753956,0,0
"ST20",112.777088104981,112.458668928427,107.090424102784,694.022136055678,689.42808568814,967.006494303486
"PITPNB",6982.37275919532,7450.6081918408,5908.81330767122,4790.71960313737,5358.73648421236,6960.71554531243
"TCEAL8",4141.37080928115,2989.45249056983,2571.16175646778,4728.9038663227,3620.47675112081,3978.08170354772
"LRRC57",2287.90388303408,2185.41728279808,2387.71982629171,1734.58703910272,1887.11352431967,1828.90358705225
"MRPL14",1330.76963963877,1129.89969726514,767.481372736621,5085.74925611651,5671.1335855398,6161.88409349651
"GPR137C",421.688242479492,440.979662412255,265.742904255057,164.841964839135,366.258670521824,291.833161963712
"BBS12",1516.11633226348,794.294693140146,2865.66042275043,1462.03583587438,430.892553555087,421.674187413668
"ZFP82",300.085121392383,280.703921655994,261.776592251251,277.234213593091,363.320766747585,93.9801708018733
"LSMEM1",46.0915055733399,120.428180899732,27.7641840266478,22.4784497507912,8.81371132271769,394.469401128916
"NQO1",1609.2800137415,1761.26214565859,1103.62631505925,1847.91588992963,2675.45103707386,1548.19965584139
"AEN",4158.04220491406,3953.76343909783,3384.25571724818,3888.77180688688,3732.1170945419,2876.28785901523
"FKRP",1439.62404641836,1563.79534903623,1327.72294327434,1533.21759341855,1221.18866882544,1126.52546842772
"TRAPPC5",1705.38570621358,1629.32244746697,1369.36921931431,8192.45833209044,10882.9748810402,11552.1415214618
"RPH3AL",584.479517483203,802.264205111452,632.626764607189,1250.36376738776,957.75663040199,645.495383665498
"SLC25A42",918.888100472754,828.829245015805,1155.18837110874,2034.2997024466,910.750170014162,1234.10803237197
"FCRL6",81.3956375018555,8.85501330145091,11.8989360114205,51.5131140122298,104.785234614533,81.6143588542584
"METTL23",1478.85085967227,1399.09210162924,1397.13340334096,2171.9802071702,1756.86645699506,1825.19384346796
"SLC26A11",957.134243395313,1232.61785156197,1144.28101309827,1735.52364117567,1960.56111867565,1340.45401512146
"HIGD1A",11011.9471507028,10643.725988344,10634.6740602071,11987.5699316824,9407.16788511402,9682.43075498247
"CHRM2",7.84536265078125,7.08401064116073,15.8652480152273,0,0,0
"MAPK15",254.974286150391,362.170044029342,321.271272308353,1159.51336631165,568.974030944331,759.260853583555
"EHMT1",7551.16155137696,8301.57497011023,9776.95908938383,8766.59540280857,5969.82046925412,5810.69503418425
"ADIPOQ",3.92268132539063,0,0,0,15.6688201292759,0
"LINC02878",13.7293846388672,0,9.91578000951707,0,0,2.47316238952298
"ENTR1P2",0,0,0,3.74640829179853,0,7.41948716856894
"F2R",2066.27238814951,2190.73029077895,1078.83686503546,678.099900815534,1167.32709963105,1252.65675029339
"HLA-V",8.82603298212891,0,6.94104600666195,0,8.81371132271769,0
"ZNF707",709.024649564356,872.218810192914,636.593076610996,1279.3984316492,1500.28952737817,847.058118411621
"MUC16",3.92268132539063,0,0,0,0,27.2047862847528
"NPM1",50844.814669382,42712.1566595485,42567.4520028558,42562.9446031231,39915.3399780723,52435.9889826663
"PJA1",2441.86912505567,2451.06768184161,1947.45919386915,3535.67282538487,2554.01768107197,1981.00307400791
"DHTKD1",8117.00833256455,6906.91037513171,10377.8553579606,6996.41748493376,2925.1728578842,4623.57708721321
"PENK",17.6520659642578,256.795385742076,0,3.74640829179853,47.0064603878277,4.94632477904596
"C4orf50",184.366022293359,191.26828731134,190.382976182728,882.279152718554,236.990904455298,72.958290490928
"H2AW",469.741088715528,250.596876431061,286.566042275043,432.71015770273,583.663549815527,410.544956660815
"ZNF746",1020.87781493291,1079.42612144687,827.967630794675,635.952807532801,845.136985722819,668.990426365967
"POLR2A",8478.87568483184,9870.68332712733,10069.4745996646,6288.34631778384,6013.88902586771,5093.47794122258
"DLSTP1",16.6713956329102,10.6260159617411,25.7810280247444,3.74640829179853,16.6481213873556,2.47316238952298
"TMEM132C",2749.79960909883,3171.86576457972,2013.89491993292,3963.69997272285,4456.80002552091,3633.07555020926
"SLC25A41",37.265472591211,0,61.4778360590058,0,0,11.1292307528534
"TLCD5",187.308033287402,191.26828731134,238.970298229361,346.542766991364,345.69334410215,181.777435629939
"FRAT2",345.195956634375,323.207985502958,253.843968243637,712.754177514671,1238.81609147088,620.763759770268
"TMEM102",217.70881355918,340.91801210586,341.102832327387,640.635817897549,699.221098268937,628.183246938837
"TMEM132E",0,3.54200532058036,3.96631200380683,0,0,0
"ZNF322",718.831352877832,562.293344642133,503.721624483467,523.560558778845,314.355703843598,195.379828772316
"NME9",146.119879370801,67.2981010910269,157.660902151321,11.2392248753956,24.4825314519936,34.6242734533217
"HEPHL1",20.5940769583008,36.3055545359487,95.1914880913639,44.9568995015824,20.5653264196746,101.399657970442
